Intraday Continuous 15 minutes ID1-Price
-1.99
-8.38
-9.31
-7.03
-13.41
-4.98
-7.32
-15.15
0.29
-0.15
-2.64
-5.99
-7.07
-4.65
-5.4
-4.04
-5.75
-2.04
-2.62
-2.12
-1.38
-4.24
-2.35
-4.03
-7.11
-7.09
-4.13
-2.35
-10.88
-4.87
-1.37
1.43
-10.54
-6.75
-3.47
-5.62
-5.29
-7.58
-10.91
-17.14
-9.34
-12.76
-8.29
-7.11
-20.41
-13.57
-10.55
-8.81
-16
-2.08
-2.16
-4.76
-17.68
-4.32
-5.39
-1.25
-37.2
4.84
16.99
30.32
-5.71
10.09
38.05
73.74
45.83
79.41
84.33
108.74
48.52
77.51
96.2
120.26
104.53
109.94
90.28
68.14
77.72
67.61
67.55
70.05
57.29
49.67
47.19
61.02
83.69
74.84
73.63
59.26
78.9
80.54
80.16
70.86
84.75
83.75
83.03
79.2
69.66
68.97
35.34
17.27
34.65
8.34
3.01
6.38
76
61.05
41.35
26.53
38.78
10.48
9.44
5.63
42.47
27.4
35.82
30.57
0.41
2.35
12.81
4.58
6.46
13.22
39.45
26.64
26.45
66.1
85.5
78.97
41.59
108.57
94.52
84.46
101.67
94.93
90.03
81.35
139.93
120.16
132.39
139.66
173.07
169.3
168.06
167.64
134.85
95.73
111.3
104.73
107.3
95.69
104.33
132.34
113.13
144.58
178.13
177.46
123.49
170.9
154.27
143.14
141.34
171.38
163.51
161.27
163.39
174.13
185.26
185.1
196.57
182.67
154.19
138.65
171.86
166.52
155.44
137.25
137.33
137.11
118.22
99
133.25
120.05
90.77
90.25
118.76
110.56
103.8
101.21
136.39
136.59
99.07
94.55
104.25
88.15
91.67
80.34
123.73
104.1
87.57
82.67
66.63
67.78
70.43
78.53
89.76
93.65
94.81
122.6
104.36
105.39
121.87
137.31
97.52
105.68
126.9
136.13
99.53
160.16
180.32
179.55
163.55
152.29
150.38
158.83
139.5
156.05
153.2
152.31
168.26
166.38
160.1
149.38
168.44
155.44
152.5
134.51
159.52
175.37
168.14
166.95
179.62
164.57
157.54
158.79
172.66
171.58
192.37
191.63
154.98
171.01
193.86
192.37
168.54
182.37
177.55
184.88
179.34
184.87
205.36
208.76
237.79
253.59
323.5
403.08
329.61
218.41
198.4
188.31
176.93
145.06
118.29
115.64
172.74
147.94
132.18
101.41
135.32
92.07
69.27
60.12
128.63
62.27
63.5
69.51
104.35
60.01
66.03
59.64
68.99
35.11
41.58
12.59
63.17
6.8
3.48
5.97
27.88
9.53
2.81
2.25
0.02
-1.75
-9.6
-7
-4.26
-6.47
-7.65
-2.6
-5.55
-3.66
2
13.16
10.93
58.25
61.83
77.51
38.43
61.18
50.44
54.26
57
73.23
87
74.74
68.56
76.29
65.19
53.64
34.12
33.68
44.4
45.56
57.34
56.19
65.05
83.66
79.62
67.86
61.55
62.88
59.32
66.81
67.22
64.25
59.37
58.92
67.98
62.29
61.82
62.02
63.98
52.68
40.54
38.28
30.06
37.43
43.98
57.91
75.31
67.4
39.28
30.16
21.2
11.67
16.19
20.49
17.96
18.54
44.77
39.66
26.53
14.08
63.37
44.94
29.17
15.85
83.7
53.27
41.59
21.8
48.76
38.27
9.93
4.32
21.27
13.04
-2.82
-5.26
18.99
-1.47
-7.39
-9.79
-0.88
-1.04
6.07
9.43
-2.24
-0.82
1.74
4.09
2.68
1.71
-0.3
1.24
1.62
7.26
1.39
28.33
-1.22
18.09
79.68
134.26
72.6
65.24
108.84
106.62
88.74
136.12
124.07
162.58
144.85
171.35
