VoltageCHA,VoltageDCA,Voltage,SOC,Ah
2.8797,2.721,2.80035,0.348349064398882,0.0119997634707314
2.88,2.7213,2.80065,0.349994080624459,0.0120564302100163
2.8803,2.7213,2.8008,0.351639333248039,0.0121131050926276
2.8813,2.7219,2.8016,0.353284349473617,0.0121697718319126
2.8816,2.7219,2.80175,0.354929123785044,0.0122264302378535
2.8819,2.7222,2.80205,0.356574134495282,0.0122830967871487
2.8825,2.7222,2.80235,0.35821915072086,0.0123397635264336
2.8828,2.7229,2.80285,0.359864161431098,0.0123964300757288
2.8831,2.7229,2.803,0.361509419570826,0.0124531051483577
2.8838,2.7229,2.80335,0.363154677710555,0.0125097802209867
2.8844,2.7232,2.8038,0.364799930334135,0.012566455103598
2.8847,2.7235,2.8041,0.366445188473864,0.012623130176227
2.885,2.7238,2.8044,0.368090441097444,0.0126798050588383
2.8856,2.7238,2.8047,0.369735457323021,0.0127364717981232
2.8859,2.7238,2.80485,0.371380231634448,0.0127931302040641
2.8865,2.7241,2.8053,0.373025242344686,0.0128497967533593
2.8869,2.7241,2.8055,0.374670258570264,0.0129064634926442
2.8872,2.7247,2.80595,0.376315274795842,0.0129631302319292
2.8881,2.7247,2.8064,0.37796028550608,0.0130197967812243
2.8884,2.725,2.8067,0.379605301731658,0.0130764635205093
2.889,2.725,2.807,0.381250554355238,0.0131331384031206
2.8893,2.7253,2.8073,0.382895812494966,0.0131898134757495
2.89,2.7253,2.80765,0.384541070634695,0.0132464885483785
2.8903,2.7256,2.80795,0.386186323258275,0.0133031634309898
2.8906,2.726,2.8083,0.387831339483853,0.0133598301702748
2.8912,2.7263,2.80875,0.38947635570943,0.0134164969095597
2.8915,2.7263,2.8089,0.391121366419669,0.0134731634588549
2.8921,2.7266,2.80935,0.392766382645246,0.0135298301981398
2.8924,2.7266,2.8095,0.394411635268826,0.0135865050807511
2.8927,2.7269,2.8098,0.396056651494404,0.013643171820036
2.8934,2.7269,2.81015,0.397701667719982,0.013699838559321
2.8937,2.7272,2.81045,0.399346920343562,0.0137565134419323
2.8943,2.7275,2.8109,0.40099217848329,0.0138131885145613
2.8946,2.7275,2.81105,0.402637189193529,0.0138698550638564
2.8955,2.7278,2.81165,0.404282205419106,0.0139265218031414
2.8958,2.7281,2.81195,0.405927463558835,0.0139831968757703
2.8962,2.7281,2.81215,0.407572716182415,0.0140398717583816
2.8965,2.7284,2.81245,0.409217732407993,0.0140965384976666
2.8971,2.7287,2.8129,0.41086274863357,0.0141532052369515
2.8974,2.7287,2.81305,0.41250800125715,0.0142098801195628
2.8977,2.7291,2.8134,0.414153017482728,0.0142665468588478
2.8983,2.7291,2.8137,0.415798028192966,0.0143232134081429
2.8986,2.7294,2.814,0.417443286332695,0.0143798884807719
2.8989,2.7294,2.81415,0.419088544472423,0.0144365635534008
2.8993,2.73,2.81465,0.420733797096004,0.0144932384360121
2.8999,2.7303,2.8151,0.422379055235732,0.0145499135086411
2.9005,2.7303,2.8154,0.424024307859312,0.0146065883912524
2.9005,2.7306,2.81555,0.425669565999041,0.0146632634638814
2.9011,2.7306,2.81585,0.427314582224618,0.0147199302031663
2.9014,2.7309,2.81615,0.428959592934857,0.0147765967524615
2.902,2.7312,2.8166,0.430604851074585,0.0148332718250904
2.9024,2.7315,2.81695,0.432250109214314,0.0148899468977194
2.903,2.7315,2.81725,0.433895119924552,0.0149466134470145
2.903,2.7318,2.8174,0.43554013615013,0.0150032801862995
2.9039,2.7318,2.81785,0.43718538877371,0.0150599550689108
2.9042,2.7322,2.8182,0.438830404999287,0.0151166218081957
2.9045,2.7322,2.81835,0.440475179310714,0.0151732802141367
2.9051,2.7325,2.8188,0.442119948107614,0.0152299384301158
2.9055,2.7325,2.819,0.44376472241904,0.0152865968360567
2.9058,2.7328,2.8193,0.445409733129279,0.0153432633853519
2.9061,2.7331,2.8196,0.447054749354856,0.0153999301246368
2.9067,2.7331,2.8199,0.448699523666283,0.0154565885305777
2.907,2.7334,2.8202,0.450344534376521,0.0155132550798729
2.9076,2.7334,2.8205,0.45198979251625,0.0155699301525019
2.9079,2.734,2.82095,0.453634808741827,0.0156265968917868
2.9082,2.734,2.8211,0.455279819452066,0.015683263441082
2.9086,2.734,2.8213,0.456925077591794,0.0157399385137109
2.9089,2.7343,2.8216,0.458570088302032,0.0157966050630061
2.9095,2.7346,2.82205,0.46021510452761,0.015853271802291
2.9098,2.7346,2.8222,0.461860362667339,0.01590994687492
2.9101,2.7349,2.8225,0.463505373377577,0.0159666134242151
2.9107,2.7349,2.8228,0.465150389603154,0.0160232801635001
2.9107,2.7353,2.823,0.466795405828732,0.016079946902785
2.9117,2.7353,2.8235,0.468440174625632,0.0161366051187641
2.912,2.7356,2.8238,0.470085190851209,0.0161932718580491
2.9123,2.7359,2.8241,0.471730443474789,0.0162499467406604
2.9126,2.7359,2.82425,0.473375459700367,0.0163066134799453
2.9132,2.7362,2.8247,0.475020234011794,0.0163632718858863
2.9135,2.7362,2.82485,0.476665244722032,0.0164199384351814
2.9138,2.7365,2.82515,0.478310502861761,0.0164766135078104
2.9141,2.7368,2.82545,0.479955513571999,0.0165332800571055
2.9148,2.7368,2.8258,0.481600529797576,0.0165899467963905
2.9151,2.7371,2.8261,0.483245787937305,0.0166466218690194
2.9154,2.7377,2.82655,0.484891040560885,0.0167032967516307
2.9157,2.7377,2.8267,0.486536298700614,0.0167599718242597
2.916,2.7377,2.82685,0.488181556840342,0.0168166468968887
2.9163,2.738,2.82715,0.489826809463922,0.0168733217795
2.9169,2.7384,2.82765,0.491472067603651,0.0169299968521289
2.9172,2.7384,2.8278,0.493117078313889,0.0169866634014241
2.9175,2.7387,2.8281,0.494762094539467,0.017043330140709
2.9182,2.739,2.8286,0.496407110765045,0.017099996879994
2.9185,2.739,2.82875,0.498051879561944,0.0171566550959731
2.9188,2.7393,2.82905,0.499696653873371,0.017213313501914
2.9197,2.7396,2.82965,0.501341670098948,0.017269980241199
2.92,2.7396,2.8298,0.502986922722529,0.0173266551238103
2.9203,2.7399,2.8301,0.504632180862257,0.0173833301964392
2.9206,2.7399,2.83025,0.506277191572495,0.0174399967457344
2.921,2.7399,2.83045,0.507921965883922,0.0174966551516753
2.9213,2.7405,2.8309,0.509566740195349,0.0175533135576162
2.9216,2.7405,2.83105,0.511211750905587,0.0176099801069114
2.9219,2.7405,2.8312,0.512857009045316,0.0176666551795404
2.9225,2.7408,2.83165,0.514502261668896,0.0177233300621517
2.9228,2.7408,2.8318,0.516147519808624,0.0177800051347806
2.9231,2.7411,2.8321,0.517792777948353,0.0178366802074096
2.9234,2.7415,2.83245,0.519438030571933,0.0178933550900209
2.9237,2.7415,2.8326,0.521083288711662,0.0179500301626498
2.9244,2.7418,2.8331,0.52272854685139,0.0180067052352788
2.9244,2.7421,2.83325,0.524373557561628,0.018063371784574
2.925,2.7421,2.83355,0.526018573787206,0.0181200385238589
2.9253,2.7424,2.83385,0.527663826410786,0.0181767134064702
2.9256,2.7424,2.834,0.529308842636364,0.0182333801457552
2.9259,2.7424,2.83415,0.530953858861941,0.0182900468850401
2.9262,2.743,2.8346,0.532599111485522,0.0183467217676514
2.9272,2.743,2.8351,0.53424436962525,0.0184033968402804
2.9278,2.7433,2.83555,0.537534880388559,0.0185167467955206
2.9281,2.7433,2.8357,0.539179896614136,0.0185734135348056
2.9284,2.7436,2.836,0.540824665411036,0.0186300717507847
2.9287,2.7436,2.83615,0.542469439722463,0.0186867301567256
2.929,2.7439,2.83645,0.54411445594804,0.0187433968960106
2.9293,2.7439,2.8366,0.545759466658279,0.0188000634453057
2.9299,2.7442,2.83705,0.547404482883856,0.0188567301845907
2.9299,2.7446,2.83725,0.549049735507436,0.018913405067202
2.9306,2.7449,2.83775,0.550694993647165,0.0189700801398309
2.9309,2.7449,2.8379,0.552340251786893,0.0190267552124599
2.9312,2.7452,2.8382,0.553985504410474,0.0190834300950712
2.9315,2.7458,2.83865,0.555630762550202,0.0191401051677001
2.9318,2.7458,2.8388,0.557276015173782,0.0191967800503114
2.9324,2.7458,2.8391,0.558921273313511,0.0192534551229404
2.9327,2.7461,2.8394,0.560566531453239,0.0193101301955694
2.933,2.7464,2.8397,0.563856316474904,0.0194234551508055
2.9337,2.7467,2.8402,0.565501332700482,0.0194801218900904
2.9343,2.747,2.84065,0.56879160154964,0.0195934635119867
2.9346,2.7473,2.84095,0.570436612259878,0.0196501300612818
2.9352,2.7473,2.84125,0.572081628485456,0.0197067968005668
2.9355,2.7477,2.8416,0.573726644711033,0.0197634635398517
2.9358,2.7477,2.84175,0.575371897334613,0.019820138422463
2.9365,2.7477,2.8421,0.577017155474342,0.019876813495092
2.9365,2.7483,2.8424,0.578662413614071,0.0199334885677209
2.9368,2.7483,2.84255,0.580307666237651,0.0199901634503322
2.9371,2.7486,2.84285,0.581952682463228,0.0200468301896172
2.9377,2.7486,2.84315,0.583597693173467,0.0201034967389123
2.938,2.7489,2.84345,0.585242951313195,0.0201601718115413
2.9383,2.7492,2.84375,0.586887967538773,0.0202168385508262
2.9386,2.7492,2.8439,0.588532978249011,0.0202735051001214
2.9389,2.7492,2.84405,0.59017823638874,0.0203301801727503
2.9392,2.7495,2.84435,0.59182348901232,0.0203868550553616
2.9399,2.7495,2.8447,0.593468505237897,0.0204435217946466
2.9399,2.7498,2.84485,0.595113521463475,0.0205001885339315
2.9402,2.7501,2.84515,0.596758774087055,0.0205568634165428
2.9405,2.7501,2.8453,0.598404032226784,0.0206135384891718
2.9408,2.7504,2.8456,0.600049290366512,0.0206702135618008
2.9411,2.7504,2.84575,0.601694542990092,0.0207268884444121
2.9414,2.7508,2.8461,0.60333955921567,0.020783555183697
2.9417,2.7508,2.84625,0.604984569925908,0.0208402217329922
2.942,2.7511,2.84655,0.606629828065637,0.0208968968056211
2.943,2.7511,2.84705,0.608275086205365,0.0209535718782501
2.943,2.7514,2.8472,0.609920338828946,0.0210102467608614
2.9436,2.7514,2.8475,0.611565596968674,0.0210669218334903
2.9436,2.7517,2.84765,0.613210855108403,0.0211235969061193
2.9439,2.752,2.84795,0.614856107731983,0.0211802717887306
2.9445,2.752,2.84825,0.616501365871711,0.0212369468613596
2.9448,2.7523,2.84855,0.618146618495291,0.0212936217439709
2.9451,2.7523,2.8487,0.61979187663502,0.0213502968165998
2.9454,2.7526,2.849,0.621437134774749,0.0214069718892288
2.9458,2.7529,2.84935,0.623082145484987,0.0214636384385239
2.9461,2.7529,2.8495,0.624727161710564,0.0215203051778089
2.9464,2.7535,2.84995,0.626372414334145,0.0215769800604202
2.9467,2.7535,2.8501,0.628017430559722,0.0216336467997051
2.947,2.7539,2.85045,0.6296624467853,0.0216903135389901
2.9473,2.7539,2.8506,0.63130769940888,0.0217469884216014
2.9476,2.7542,2.8509,0.632952957548609,0.0218036634942304
2.9479,2.7545,2.8512,0.634598215688337,0.0218603385668593
2.9485,2.7548,2.85165,0.637888242624153,0.0219736718554394
2.9489,2.7548,2.85185,0.639533495247733,0.0220303467380507
2.9489,2.7551,2.852,0.641178753387462,0.0220870218106797
2.9495,2.7551,2.8523,0.642823769613039,0.0221436885499646
2.9498,2.7551,2.85245,0.644468780323278,0.0222003550992598
2.9501,2.7554,2.85275,0.646113796548855,0.0222570218385447
2.9501,2.7557,2.8529,0.647758812774433,0.0223136885778297
2.9504,2.756,2.8532,0.649403823484671,0.0223703551271248
2.9513,2.7563,2.8538,0.651048597796098,0.0224270135330658
2.9516,2.7563,2.85395,0.652693366592997,0.0224836717490449
2.952,2.7563,2.85415,0.654338382818575,0.0225403384883298
2.9526,2.7566,2.8546,0.657628893581884,0.0226536884435701
2.9529,2.7566,2.85475,0.659274151721612,0.022710363516199
2.9532,2.7573,2.85525,0.660919404345192,0.0227670383988103
2.9538,2.7576,2.8557,0.664209920624649,0.0228803885440683
2.9541,2.7576,2.85585,0.66585517324823,0.0229370634266796
2.9544,2.7576,2.856,0.667500431387958,0.0229937384993085
2.9547,2.7579,2.8563,0.669145689527687,0.0230504135719375
2.9547,2.7582,2.85645,0.670790942151267,0.0231070884545488
2.9554,2.7582,2.8568,0.672436200290995,0.0231637635271777
2.9554,2.7585,2.85695,0.674081452914576,0.023220438409789
2.9557,2.7585,2.8571,0.675726711054304,0.023277113482418
2.9563,2.7588,2.85755,0.677371969194033,0.023333788555047
2.9563,2.7591,2.8577,0.68066223804319,0.0234471301769432
2.9569,2.7591,2.858,0.682307248753429,0.0235037967262384
2.9575,2.7594,2.85845,0.683952506893157,0.0235604717988673
2.9578,2.7597,2.85875,0.687243017656466,0.0236738217541076
2.9582,2.7601,2.85915,0.688888275796194,0.0237304968267366
2.9585,2.7601,2.8593,0.690533533935923,0.0237871718993655
2.9591,2.7601,2.8596,0.692178786559503,0.0238438467819768
2.9591,2.7604,2.85975,0.693823802785081,0.0239005135212618
2.9594,2.7607,2.86005,0.69546857158198,0.0239571717372409
2.96,2.7607,2.86035,0.697113587807558,0.0240138384765258
2.9603,2.761,2.86065,0.698758845947286,0.0240705135491548
2.9606,2.761,2.8608,0.700404098570867,0.0241271884317661
2.9606,2.7616,2.8611,0.702049114796444,0.024183855171051
2.9613,2.7616,2.86145,0.703693883593344,0.0242405133870301
2.9613,2.7619,2.8616,0.705338899818921,0.0242971801263151
2.9616,2.7619,2.86175,0.70698415795865,0.0243538551989441
2.9619,2.7622,2.86205,0.70862941058223,0.0244105300815554
2.9622,2.7625,2.86235,0.710274668721959,0.0244672051541843
2.9625,2.7625,2.8625,0.711919926861687,0.0245238802268133
2.9628,2.7628,2.8628,0.713565179485267,0.0245805551094246
2.9631,2.7632,2.86315,0.715210437624996,0.0246372301820535
2.9637,2.7632,2.86345,0.718500464560812,0.0247505634706336
2.964,2.7635,2.86375,0.72014572270054,0.0248072385432626
2.9644,2.7635,2.86395,0.721790733410778,0.0248639050925578
2.9647,2.7638,2.86425,0.723435749636356,0.0249205718318427
2.9647,2.7641,2.8644,0.725081007776085,0.0249772469044717
2.9653,2.7641,2.8647,0.726726260399665,0.025033921787083
2.9656,2.7641,2.86485,0.728371518539393,0.0250905968597119
2.9656,2.7644,2.865,0.730016771162973,0.0251472717423232
2.9659,2.7647,2.8653,0.731662029302702,0.0252039468149522
