Intraday Continuous 15 minutes ID1-Price (DE-LU)
0.98
0.46
-4.01
3.85
1.26
-7.31
-1.99
-2.57
4.04
1.45
1.87
0.39
8.43
5.54
3.74
4.87
4.42
11.72
21.13
11.51
8.55
6.25
13.67
29.62
-4.36
-1.8
4.29
10.44
-2.26
9.25
29.04
41.12
13.72
23.89
12.71
2.83
-0.33
-0.61
-1.74
-7.49
0.94
-3.18
-4.58
-9.05
18.84
3.05
-3.37
-2.25
1.79
-8.97
-7.8
-5.63
-8.7
-20.4
-15.91
-6.21
-2.2
16.24
32.22
49.84
32.77
51.53
60.7
64.43
26.21
45.74
64.25
64.65
55.47
57.71
52.07
53.96
52.02
60.4
59.81
48.67
58.87
55.78
52.3
40.74
52.85
42.85
38.03
33.66
55.92
53.71
51.06
34.05
41.71
34.39
9.91
5.58
27.74
17.38
6.41
4.91
35.32
32.11
21.92
17.65
22.05
17.17
19.71
3.51
22.54
17.23
3.07
1.3
36.63
23.4
24.43
5.55
16.26
3.3
1.66
-10.01
1.77
-2.78
5.69
23.14
3.92
24.92
50.63
64.29
31.68
22.25
29.28
38.46
37.69
54.76
64.82
70.9
72.47
73.2
80.56
84.25
79.99
68.56
78.49
76.56
61.53
67.14
80.73
88.02
80.57
83.35
86.59
94.43
78.46
71.57
70.62
71.19
68.28
76.48
78.33
76.7
80.7
72.77
77.59
71.48
91.11
82.88
82.02
78
89.43
76.68
86.05
66.43
78.48
70.81
76.4
72.23
74.66
64.36
47.07
41.3
53.83
32.87
18.8
21.22
62.06
55.18
46.22
46.68
34.35
32.76
37.26
64.68
83.56
41.14
22.41
6.25
67.56
50.17
40.43
4.57
37.18
9.53
22.31
7.16
52.09
8.85
4.7
3.1
14.59
2.12
-1.65
-2.59
2.43
-0.28
3.87
24.51
-7.32
-1.6
11.59
14.28
-0.7
18.16
45.25
61.72
33.87
58.33
69.11
71.76
45.73
64.84
75.54
78.24
76.15
77.37
80.82
72.01
82.84
79.44
61.23
46.13
61.67
41.85
31.06
22.29
40.79
60.25
64.35
71.11
69.25
78.92
71.7
73.01
46.23
64.29
66.27
66.01
26.07
39.99
71.84
90.42
64.4
76.96
91.52
92.75
68.97
88.03
99.13
105.51
91
86.13
87.07
88.51
92.21
83.04
71.82
71.02
104.83
92.78
77.12
75.99
101.38
74.92
65.17
45.31
80.38
60.81
62.04
60.33
94.36
81.77
60.7
56.48
85.09
69.82
59.85
57.67
71.67
59.35
31.24
-6.29
49.09
34.01
-6.34
-3.33
5.14
-2.49
-0.85
0.54
-0.63
-2.5
-0.86
21.45
4.29
37.13
70.03
72.98
52.27
62.42
87.07
90.57
61.55
92.42
95.61
102.27
59.44
69.77
92.68
96.89
101.19
103.98
98.39
53.89
78.28
58.74
53.62
47.08
78.84
86.35
105.21
112.57
104.52
90.98
83.56
102.98
70.23
80.42
80.31
82.6
78.52
83.86
105.23
112.54
83.6
96.21
109.77
107.57
82.11
91.74
116.31
123.75
90.5
97.05
154.31
223.98
180.82
187.37
191.75
176.88
144.05
97.97
93.53
97.95
131.85
108.11
83.67
77.34
100.95
88.72
73.3
77.01
103.04
89.16
84.23
64.74
96.05
83.26
62.61
61.56
113.69
103.54
81.27
77.84
96.21
82.83
79.56
70.63
97.59
89.65
80.13
66.17
83.64
73.78
63.49
60.63
62.34
57.72
53.61
53.06
64.6
73.62
83.07
86.92
76.06
89.23
91.01
77.1
73.47
78.86
86.27
96.51
97.52
99.31
92.09
85.04
87.48
85.78
87.14
83.74
106.7
99.25
78.53
69.26
87.22
81.83
77.47
75.55
93.69
94.49
83.68
89.21
79.11
89.33
96.29
97.92
103.94
101.66
104.53
111.74
83.09
80.52
96.4
107
87.79
102.3
113.68
123.59
104.07
106.39
119.18
113.41
111.56
96.38
98.27
92.56
116.33
103.06
96.86
85.51
110.11
97.09
88.46
85.49
105.52
93.72
87.44
80.46
116.92
97.57
94.46
92.02
86.2
89.69
93.82
92.64
117.99
108.64
101.61
97.72
99.89
95.1
93.13
84.28
90.22
90.39
92.97
95.84
89.11
85.53
107.72
107.2
88.08
